x,f
24080.0,0.001
24090.0,0.00055
24100.0,0.0
24110.0,0.0
24120.0,0.001
24130.0,0.001
24140.0,0.000751
24150.0,0.0
24160.0,0.0
24170.0,0.0
24180.0,0.0
24190.0,0.0
24200.0,0.0
24210.0,0.0
24220.0,0.0
24230.0,0.0
24240.0,0.0
24250.0,0.0
24260.0,0.0
24270.0,0.0
24280.0,0.0
24290.0,0.0
24300.0,0.0
24310.0,0.0
24320.0,0.0
24330.0,0.0
24340.0,0.0
24350.0,0.0
24360.0,0.0
24370.0,0.0
24380.0,0.0
24390.0,0.0
24400.0,0.0
24410.0,0.0
24420.0,0.0
24430.0,0.0
24440.0,0.0
24450.0,0.0
24460.0,0.0
24470.0,0.0
24480.0,0.0
24490.0,0.0
24500.0,0.0
24510.0,0.0
24520.0,0.0
24530.0,0.0
24540.0,0.0
24550.0,0.0
24560.0,0.0
24570.0,0.0
24580.0,0.000134
24590.0,0.001
24600.0,0.001
24610.0,0.001
24620.0,0.001
24630.0,0.001
24640.0,0.001
24650.0,0.001
24660.0,0.001
24670.0,0.001
24680.0,0.001
24690.0,0.001
24700.0,0.001
24710.0,0.001
24720.0,0.001
24730.0,0.001
24740.0,0.001
24750.0,0.001
24760.0,0.001
24770.0,0.001
24780.0,0.001
24790.0,0.001
24800.0,0.001
24810.0,0.001
24820.0,0.001
24830.0,0.001
24840.0,0.001
24850.0,0.001
24860.0,0.001
24870.0,0.001
24880.0,0.001
24890.0,0.001
24900.0,0.001
24910.0,7.65e-05
24920.0,0.001
24930.0,0.001
24940.0,0.001
24950.0,0.001
24960.0,0.001
24970.0,0.001
24980.0,0.001
24990.0,0.001
25000.0,0.001
25010.0,0.00012
25020.0,0.0
25030.0,0.0
25040.0,0.0
25050.0,0.0
25060.0,0.0
25070.0,0.0
25080.0,0.0
25090.0,0.0
25100.0,0.0
25110.0,0.0
25120.0,0.0
25130.0,0.0
25140.0,0.0
25150.0,0.0
25160.0,0.0
25170.0,0.0
25180.0,0.0
25190.0,0.0
25200.0,0.0
25210.0,0.0
25220.0,0.0
25230.0,0.0
25240.0,0.0
25250.0,0.0
25260.0,0.0
25270.0,0.0
25280.0,0.0
25290.0,0.0
25300.0,0.0
25310.0,0.0
25320.0,0.0
25330.0,0.0
25340.0,0.0
25350.0,0.0
25360.0,0.0
25370.0,0.0
25380.0,0.0
25390.0,0.0
25400.0,0.0
25410.0,0.0
25420.0,0.0
25430.0,0.0
25440.0,0.0
25450.0,0.0
25460.0,0.0
25470.0,0.0
25480.0,0.0
25490.0,0.0
25500.0,0.0
25510.0,0.0
25520.0,0.0
25530.0,0.0
25540.0,0.0
25550.0,0.0
25560.0,0.000609
25570.0,0.000347
25580.0,0.000697
25590.0,0.00026
